2.109361642075011090e-01,1.888834892463787107e-01,4.973264443097889786e-03,-2.781487813212281737e-02,6.815932059382862063e-02,-3.782596540809508162e-02,-2.714349497499987836e-03,2.795347458175233557e-01,-2.538330564619192820e-01,2.630641100606103677e-01,6.295637839920646683e-02
2.121804400348579478e-01,1.968958833948976639e-01,-9.229954717296336760e-04,-3.183899169859458200e-02,6.556666063260434274e-02,-4.441107542890213727e-02,-1.394684021327082489e-02,2.769613555195867827e-01,-2.444251348918475009e-01,2.665053714231147564e-01,6.028974854956480750e-02
2.074118897388972371e-01,1.749613233109238997e-01,-1.767647126757226905e-03,-1.261241437851710889e-02,5.606549222267357552e-02,-4.973555046909419741e-02,4.421433329451155553e-02,2.845834167022018302e-01,-2.420415246545005450e-01,2.513085429316306296e-01,4.483896213040515499e-02
2.068635211060732282e-01,1.756400587045387207e-01,-1.406785175202408811e-03,-1.671886994577733918e-02,5.885220623544958063e-02,-4.961761803674897414e-02,3.407531590660539678e-02,2.849659602034788075e-01,-2.432761567190761531e-01,2.518306801971041398e-01,4.761322636156606336e-02
2.084769071542487695e-01,1.840744307673881641e-01,-3.969205666637110053e-04,-2.608521300916752383e-02,6.671609863531212381e-02,-5.035773790386785520e-02,4.929226811973526703e-03,2.830752792751130009e-01,-2.464807533195931544e-01,2.554302906209321433e-01,5.331762281638639106e-02
2.212784347652376749e-01,2.121954852029326599e-01,-2.483778996208915735e-02,-2.701371176442671912e-02,3.646574311675777891e-02,-5.508078560257734235e-02,1.224660042915448437e-02,2.764215589998442191e-01,-2.090074502720755401e-01,2.787292827253405880e-01,2.482996218964691679e-02
2.205817854820118218e-01,2.187138355882773388e-01,-2.231280943561272934e-02,-3.407455604675253824e-02,4.548563032898651076e-02,-5.687929481360531198e-02,-1.295279182130614284e-02,2.744836218947730999e-01,-2.140480750171350754e-01,2.813641207976645964e-01,3.110029671701100562e-02
1.963944374740183296e-01,1.525746161686122593e-01,1.623833126980591887e-02,-2.786716673610949851e-03,8.382386220058149484e-02,-3.573615911958356872e-02,5.896040114110923797e-02,2.899232722014493668e-01,-2.812846266472145973e-01,2.261445472057707629e-01,6.613570223077500088e-02
2.101360618994728147e-01,1.853170006931532665e-01,2.880763553404796541e-05,-2.328769404118906025e-02,5.945838123579878787e-02,-4.783228571238911514e-02,1.404930205816677657e-02,2.803175022920431081e-01,-2.445925228575807631e-01,2.616712157576777109e-01,5.814912315288497946e-02
2.100705091097783694e-01,1.904508363166775298e-01,1.523127176467336391e-05,-2.870912037976697251e-02,6.729180267838016927e-02,-4.970964589319731841e-02,-5.709602396152250146e-03,2.784885459909862693e-01,-2.452784309890766179e-01,2.636628208453121736e-01,5.991362214979543965e-02
2.209994917506025724e-01,1.792084365305854077e-01,2.118747796830953468e-03,-1.988606685711865121e-02,6.525423305636590676e-02,-3.775102197845050384e-02,3.684085787223135428e-02,2.796852742268838288e-01,-2.561760909525479524e-01,2.614470711782856394e-01,5.213807780119879276e-02
2.229489312077632124e-01,1.855473678072350197e-01,-2.331687165384236510e-03,-2.114538090611213506e-02,6.474210530596438695e-02,-3.928725268065585280e-02,2.591256979777472116e-02,2.806311446359022188e-01,-2.484048285305891224e-01,2.639683859249396525e-01,5.047567115781514263e-02
2.214264133638805254e-01,1.851886152848583600e-01,5.044575286746852752e-03,-2.667713688726196936e-02,7.583069441727947890e-02,-3.775699089904338557e-02,8.568025160662590817e-03,2.788713459899186953e-01,-2.616213425298511974e-01,2.628272141266323469e-01,5.879577509764993826e-02
